label,tp,type,hypermut
CAP257_3160_054WPI_ENV_C2C3_NGS_129_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_130_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_132_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_133_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_135_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_136_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_137_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_138_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_139_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_140_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_141_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_142_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_143_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_144_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_145_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_146_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_147_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_148_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_149_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_150_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_151_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_152_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_153_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_154_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_155_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_156_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_157_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_158_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_159_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_160_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_161_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_162_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_163_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_164_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_165_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_166_0_003_1,054WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_031_0_003_9,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_054_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_066_0_003_3,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_117_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_002_0_03_2,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_003_0_023_2,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_005_0_02_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_006_0_02_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_007_0_017_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_008_0_013_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_009_0_013_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_010_0_013_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_011_0_013_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_012_0_01_2,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_013_0_01_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_014_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_015_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_017_0_007_2,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_018_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_019_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_020_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_021_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_022_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_023_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_024_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_025_0_007_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_027_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_028_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_029_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_030_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_032_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_033_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_034_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_035_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_036_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_037_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_038_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_039_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_041_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_042_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_043_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_045_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_046_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_047_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_048_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_049_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_050_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_051_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_052_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_053_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_055_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_056_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_057_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_058_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_059_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_061_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_062_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_064_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_067_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_068_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_069_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_071_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_072_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_073_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_074_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_075_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_076_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_077_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_078_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_080_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_081_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_082_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_083_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_084_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_085_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_086_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_087_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_088_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_090_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_091_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_092_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_093_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_095_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_096_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_097_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_098_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_099_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_100_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_101_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_102_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_103_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_104_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_105_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_106_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_107_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_108_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_109_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_110_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_111_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_112_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_113_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_114_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_115_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_116_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_118_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_119_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_120_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_121_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_122_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_123_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_126_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_127_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_128_0_003_1,080WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_129_0_003_1,080WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_048_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_124_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_192_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_000_0_183_3,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_001_0_049_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_002_0_03_2,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_003_0_03_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_004_0_027_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_005_0_02_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_006_0_015_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_007_0_015_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_008_0_012_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_009_0_012_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_010_0_01_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_011_0_01_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_012_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_013_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_014_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_015_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_016_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_017_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_018_0_007_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_019_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_021_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_022_0_005_2,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_023_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_024_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_025_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_026_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_027_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_028_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_029_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_030_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_031_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_032_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_033_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_034_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_035_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_036_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_037_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_038_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_039_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_040_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_041_0_005_2,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_042_0_005_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_043_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_044_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_045_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_046_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_047_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_049_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_050_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_051_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_052_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_053_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_054_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_056_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_057_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_058_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_060_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_061_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_062_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_063_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_064_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_065_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_066_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_067_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_068_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_069_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_070_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_071_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_072_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_073_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_074_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_075_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_076_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_077_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_078_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_079_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_081_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_082_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_083_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_084_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_085_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_086_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_087_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_088_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_089_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_090_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_091_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_092_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_093_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_094_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_095_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_096_0_002_2,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_097_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_098_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_099_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_100_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_102_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_103_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_104_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_105_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_106_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_107_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_108_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_110_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_111_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_112_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_113_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_114_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_115_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_116_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_117_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_118_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_119_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_120_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_121_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_122_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_123_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_125_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_126_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_127_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_128_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_129_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_130_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_131_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_132_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_133_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_134_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_135_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_136_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_137_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_138_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_139_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_140_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_141_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_142_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_143_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_144_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_145_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_146_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_147_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_148_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_149_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_150_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_151_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_152_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_153_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_154_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_155_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_156_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_157_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_158_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_159_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_160_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_161_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_162_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_163_0_002_1,107WPI,NGS,N
CAP257_4200_107WPI_ENV_C2C3_NGS_164_0_002_1,107WPI,NGS,N
